GA ID,Project Title,Agency,Approval Date,Publish Date,Category,Grant Term,Value (AUD),Ad hoc/One-off,Aggregate Grant Award,PBS Program Name,Grant Program,Grant Activity,Purpose,Internal Reference ID,Confidentiality - Contract,Confidentiality - Outputs,Recipient Name,Recipient ABN,Grant Recipient Suburb,Grant Recipient Town/City,Grant Recipient Postcode,Grant Recipient State/Territory,Grant Recipient Country,Grant Delivery State/Territory,Grant Delivery Postcode,Grant Delivery Country,Variations,Selection Process,GO ID,GO Title,Confidentiality Reason(s) - Contract,Variation 0 Grant Term Commencement,Variation 0 Grant Term Termination,Variation 0 Grant Value (AUD),Variation 1 Grant Term Commencement,Variation 1 Grant Term Termination,Variation 1 Grant Value (AUD),Variation 2 Grant Term Commencement,Variation 2 Grant Term Termination,Variation 2 Grant Value (AUD),Variation 3 Grant Term Commencement,Variation 3 Grant Term Termination,Variation 3 Grant Value (AUD),Variation 4 Grant Term Commencement,Variation 4 Grant Term Termination,Variation 4 Grant Value (AUD),Variation 5 Grant Term Commencement,Variation 5 Grant Term Termination,Variation 5 Grant Value (AUD),Variation 6 Grant Term Commencement,Variation 6 Grant Term Termination,Variation 6 Grant Value (AUD),Variation 7 Grant Term Commencement,Variation 7 Grant Term Termination,Variation 7 Grant Value (AUD),Variation 8 Grant Term Commencement,Variation 8 Grant Term Termination,Variation 8 Grant Value (AUD),Variation 9 Grant Term Commencement,Variation 9 Grant Term Termination,Variation 9 Grant Value (AUD)
GA109130,Family Violence Prevention Legal Service - NPY Women's Council Domestic...,National Indigenous Australians Agency,7-Apr-20,24-Aug-20,Indigenous Health,1-Jul-2020 to 30-Jun-2023,"2,973,404.39",No,No,NIAA 20/21 2.3 Safety and Wellbeing,Safety and Wellbeing,Family Violence Prevention Legal Service - NPY Women's Council Domestic and Family Violence Service,"Strategic activities that are about ensuring the ordinary law of the land applies in Indigenous communities, and that Indigenous people enjoy similar levels of physical, emotional and social wellbeing enjoyed by other Australians.",4-ENH3SEP,No,No,NGAANYATJARRA PITJANTJATJARA YANKUNYTJATJARA WOMEN'S COUNCIL (ABORIGINAL CORPORATION)                            Original,77 902 127 562,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,"SA, WA, NT",Multiple,AUSTRALIA,"['GA109130-V5 - Increase of the grant value. (20-Dec-2021 )', 'GA109130-V4 - Increase of the grant value. (4-Nov-2021 )', 'GA109130-V3 - Decrease of the grant value. (27-Oct-2021 )', 'GA109130-V2 - Increase of the grant value. (11-Oct-2021 )', 'GA109130-V1 - Decrease of the grant value. (1-Mar-2021 )']",Closed Non-Competitive,,,,,,,1-Jul-20,30-Jun-23,"2,277,817.19",1-Jul-20,30-Jun-23,"2,864,781.59",1-Jul-20,30-Jun-23,"2,864,781.56",1-Jul-20,30-Jun-23,"2,864,781.59",1-Jul-20,30-Jun-23,"2,973,404.39",,,,,,,,,,,,
GA109138,ABA Homelands Project - Kabulwarnamyo,National Indigenous Australians Agency,10-Oct-19,24-Aug-20,Indigenous Communities,17-Aug-2020 to 31-Dec-2021,"550,926.20",No,No,NIAA 20/21 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,ABA Homelands Project - Kabulwarnamyo,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-DPINOUD,No,No,Warddeken Land Management Limited,12 128 878 142,VIA JABIRU,VIA JABIRU,886,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109138-V2 - Extension to the grant term. (16-Aug-2021 )', 'GA109138-V1 - Reduction to the grant term. (4-Mar-2021 )']",Open Competitive,,,,,,,17-Aug-20,31-Dec-20,"550,926.20",17-Aug-20,31-Dec-21,"550,926.20",,,,,,,,,,,,,,,,,,,,,
GA109141,ABA Homelands Project  Gumarrirnbang Araru Point and Manmoyi,National Indigenous Australians Agency,26-Sep-18,24-Aug-20,Indigenous Communities,31-Jul-2020 to 30-Jun-2021,"705,100.00",No,No,NIAA 20/21 Aboriginal Benefit Account Special Account,"Jobs, Land and Economy (Aboriginals Benefit Account Special Account)",ABA Homelands Project  Gumarrirnbang Araru Point and Manmoyi,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-E75WHIO,No,No,Demed Aboriginal Corporation,76 170 642 779,OENPELLI,OENPELLI,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA109286,COVID-19 Aged Care Continuity of Workforce,Department of Health,13-Aug-20,24-Aug-20,Aged Care,24-Aug-2020 to 31-May-2021,"5,640.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F3JCM4A,No,No,Belyuen Community Government Council,88 194 280 330,COX PENINSULA,COX PENINSULA,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109286-V4 - Change to End Date (27-May-2021 )', 'GA109286-V3 - Increase in funding (21-Apr-2021 )', 'GA109286-V2 - Decrease in funding (13-Apr-2021 )', 'GA109286-V1 - Increase in funding (11-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,24-Aug-20,30-Nov-20,"4,680.00",24-Aug-20,30-Nov-20,"3,120.00",24-Aug-20,30-Nov-20,"5,640.00",24-Aug-20,31-May-21,"5,640.00",,,,,,,,,,,,,,,
GA109313,COVID-19 Aged Care Continuity of Workforce,Department of Health,13-Aug-20,24-Aug-20,Aged Care,24-Aug-2020 to 31-Mar-2021,"10,560.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F3JBZC3,No,No,Pintupi Homelands Health Service (Aboriginal Corporation),56 005 261 226,KINTORE,KINTORE,872,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109313-V2 - Change to End Date (23-Mar-2021 )', 'GA109313-V1 - Increase in funding (26-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,24-Aug-20,30-Nov-20,"10,560.00",24-Aug-20,31-Mar-21,"10,560.00",,,,,,,,,,,,,,,,,,,,,
GA109447,COVID-19 Aged Care Continuity of Workforce,Department of Health,13-Aug-20,24-Aug-20,Aged Care,24-Aug-2020 to 31-Mar-2021,"30,240.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F3F8AU3,No,No,Barkly Regional Council,32 171 281 456,TENNANT CREEK,TENNANT CREEK,860,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109447-V2 - Change to End Date (26-Feb-2021 )', 'GA109447-V1 - Increase in funding (11-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,24-Aug-20,30-Nov-20,"30,240.00",24-Aug-20,31-Mar-21,"30,240.00",,,,,,,,,,,,,,,,,,,,,
GA109477,COVID-19 Aged Care Continuity of Workforce,Department of Health,13-Aug-20,24-Aug-20,Aged Care,24-Aug-2020 to 31-Mar-2021,"47,040.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F3EKYRV,No,No,Mala'la Health Service Aboriginal Corporation,89 357 836 457,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109477-V2 - Change to End Date (15-Jun-2021 )', 'GA109477-V1 - Increase in funding (11-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,24-Aug-20,30-Nov-20,"47,040.00",24-Aug-20,31-Mar-21,"47,040.00",,,,,,,,,,,,,,,,,,,,,
GA109840,COVID-19 Aged Care Continuity of Workforce,Department of Health,30-Jul-20,24-Aug-20,Aged Care,10-Aug-2020 to 31-Mar-2021,"23,520.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F0WEECL,No,No,Thamarrurr Development Corporation Limited,54 124 789 493,WOOLNER,WOOLNER,820,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109840-V2 - Change to End Date (25-Jun-2021 )', 'GA109840-V1 - Increase in funding (11-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,10-Aug-20,30-Nov-20,"23,520.00",10-Aug-20,31-Mar-21,"23,520.00",,,,,,,,,,,,,,,,,,,,,
GA109895,COVID-19 Aged Care Continuity of Workforce,Department of Health,30-Jul-20,24-Aug-20,Aged Care,10-Aug-2020 to 31-Mar-2021,"11,360.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F0WD36P,No,No,Mabunji Aboriginal Resource Indigenous Corporation,50 048 081 897,BORROLOOLA,BORROLOOLA,854,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109895-V2 - Change to End Date (9-Mar-2021 )', 'GA109895-V1 - Increase in funding (26-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,10-Aug-20,30-Nov-20,"11,360.00",10-Aug-20,31-Mar-21,"11,360.00",,,,,,,,,,,,,,,,,,,,,
GA109961,COVID-19 Aged Care Continuity of Workforce,Department of Health,30-Jul-20,24-Aug-20,Aged Care,10-Aug-2020 to 31-Mar-2021,"18,000.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F0U707Z,No,No,Alawa Aboriginal Corporation,70 139 074 876,KATHERINE,KATHERINE,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109961-V2 - Change to End Date (10-Mar-2021 )', 'GA109961-V1 - Increase in funding (11-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,10-Aug-20,30-Nov-20,"18,000.00",10-Aug-20,31-Mar-21,"18,000.00",,,,,,,,,,,,,,,,,,,,,
GA109999,COVID-19 Aged Care Continuity of Workforce,Department of Health,30-Jul-20,24-Aug-20,Aged Care,10-Aug-2020 to 31-Mar-2021,"3,240.00",No,No,DoH 20/21 Health Output 6.2 2018-19 Aged Care Services,COVID-19 AC Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,COVID-19 Aged Care Continuity of Workforce,4-F0O0F3H,No,No,Ltyentye Apurte Arelhe-Ingkerrenyekekenhe Apmere Aboriginal Corporation,41 293 952 055,SANTA TERESA,SANTA TERESA,872,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA109999-V2 - Change to End Date (24-Feb-2021 )', 'GA109999-V1 - Increase in funding (11-Feb-2021 )']",Demand Driven,GO4068,Aged Care Workforce Retention,,,,,10-Aug-20,30-Nov-20,"3,240.00",10-Aug-20,31-Mar-21,"3,240.00",,,,,,,,,,,,,,,,,,,,,
GA110097,Building Excellence in Support and Training (BEST),Department of Veterans' Affairs,19-Jun-20,24-Aug-20,Veterans,7-Aug-2020 to 30-Jun-2021,"11,787.80",No,No,DVA 20/21 DVA Output 1.4 Assistance and Other Compensation for Veterans and Dependants,Building Excellence in Support and Training (BEST),Building Excellence in Support and Training (BEST),"The aim of BEST is to provide support and resources to ESO practitioners for pensions, advocacy and/or welfare work to assist the veteran and defence communities.",4-EZME5DW,No,No,Veterans Australia NT Incorporated,77 412 350 041,BEES CREEK,BEES CREEK,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Targeted or Restricted Competitive,GO3454,Building Excellence in Support and Training (BEST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA110184,Building Excellence in Support and Training (BEST),Department of Veterans' Affairs,19-Jun-20,24-Aug-20,Veterans,10-Aug-2020 to 30-Jun-2021,"11,411.20",No,No,DVA 20/21 DVA Output 1.4 Assistance and Other Compensation for Veterans and Dependants,Building Excellence in Support and Training (BEST),Building Excellence in Support and Training (BEST),"The aim of BEST is to provide support and resources to ESO practitioners for pensions, advocacy and/or welfare work to assist the veteran and defence communities.",4-EYZCW65,No,No,Palmerston RSL Club Incorporated,22 509 166 453,PALMERSTON CITY,PALMERSTON CITY,830,NT,AUSTRALIA,NT,,AUSTRALIA,,Targeted or Restricted Competitive,GO3454,Building Excellence in Support and Training (BEST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA11177,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"262,594.52",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7XM4DC5,No,No,Tennant Creek Transport Incorporated,42 167 898 644,TENNANT CREEK,TENNANT CREEK,860,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11177-V3 - Change to End Date (26-Aug-2020 )', 'GA11177-V2 - Increase in funding (19-Mar-2019 )', 'GA11177-V1 - Increase in funding (21-Nov-2018 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"126,418.80",1-Jul-18,30-Jun-20,"128,315.09",1-Jul-18,30-Jun-22,"262,594.52",,,,,,,,,,,,,,,,,,
GA11230,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"274,228.14",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7WABS5N,No,No,Victoria Daly Regional Council,66 931 675 319,KATHERINE,KATHERINE,851,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11230-V2 - Change to End Date (26-Aug-2020 )', 'GA11230-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"78,161.50",1-Jul-18,30-Jun-22,"274,228.14",,,,,,,,,,,,,,,,,,,,,
GA11237,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"150,356.47",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W5NPQP,No,No,MacDonnell Regional Council,21 340 804 903,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11237-V2 - Change to End Date (26-Aug-2020 )', 'GA11237-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"73,470.70",1-Jul-18,30-Jun-22,"150,356.47",,,,,,,,,,,,,,,,,,,,,
GA11241,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"491,407.17",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W4TGTS,No,No,Roper Gulf Regional Council,94 746 956 090,KATHERINE EAST,KATHERINE EAST,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11241-V2 - Change to End Date (26-Aug-2020 )', 'GA11241-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,GO2731,Commonwealth Home Support Programme Extension 1 July 2020 – 30 June 2022,,,,,1-Jul-18,30-Jun-20,"70,100.52",1-Jul-18,30-Jun-22,"491,407.17",,,,,,,,,,,,,,,,,,,,,
GA11242,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"142,934.74",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7XAYJE1,No,No,Tangentyere Council Aboriginal Corporation,81 688 672 692,CICCONE,CICCONE,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11242-V2 - Change to End Date (26-Aug-2020 )', 'GA11242-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"69,844.13",1-Jul-18,30-Jun-22,"142,934.74",,,,,,,,,,,,,,,,,,,,,
GA11246,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"136,331.79",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W57F1A,No,No,West Arnhem Regional Council,45 065 336 873,JABIRU,JABIRU,886,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11246-V2 - Change to End Date (26-Aug-2020 )', 'GA11246-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"66,617.64",1-Jul-18,30-Jun-22,"136,331.79",,,,,,,,,,,,,,,,,,,,,
GA11268,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"123,011.03",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7W5B7OK,No,No,Barkly Regional Council,32 171 281 456,TENNANT CREEK,TENNANT CREEK,860,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11268-V3 - Increase in funding (12-Apr-2021 )', 'GA11268-V2 - Change to End Date (26-Aug-2020 )', 'GA11268-V1 - Increase in funding (19-Mar-2019 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"57,219.76",1-Jul-18,30-Jun-22,"117,099.22",1-Jul-18,30-Jun-22,"123,011.03",,,,,,,,,,,,,,,,,,
GA11274,Commonwealth Home Support Programme,Department of Health,13-Mar-18,23-Jul-18,Aged Care,1-Jul-2018 to 30-Jun-2022,"176,468.19",No,No,DoH 18/19 Health Output 6.2 2018-19 Aged Care Services,CHSP Transport,Commonwealth Home Support Programme,"The Commonwealth Home Support Programme aims to support eligible older people to live as independently as possible, in their own home and community, for as long as they can and wish, through the provision of timely, entry-level home support services.",4-7XNDFQQ,No,No,Pintupi Homelands Health Service (Aboriginal Corporation),56 005 261 226,KINTORE,KINTORE,872,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA11274-V3 - Change to End Date (26-Aug-2020 )', 'GA11274-V2 - Increase in funding (19-Mar-2019 )', 'GA11274-V1 - Increase in funding (21-Nov-2018 )']",Closed Non-Competitive,,,,,,,1-Jul-18,30-Jun-20,"84,955.71",1-Jul-18,30-Jun-20,"86,230.03",1-Jul-18,30-Jun-22,"176,468.19",,,,,,,,,,,,,,,,,,
GA112876,Sleep Room Air Conditioning,"Department of Industry, Science, Energy and Resources",3-Aug-20,26-Aug-20,Energy Resources,20-Aug-2020 to 7-Aug-2021,"8,944.10",No,No,DISER 20/21 Encouraging Investment,Energy Efficient Communities Program,Sleep Room Air Conditioning,The grant has supported the purchase and installation of energy efficient technologies to generate energy savings and reduced power bills and emissions reductions by the community organisation.,EECCNT000001,No,No,HUMPTY DOO COMMUNITY AND CHILD CARE CENTRE INC,82 687 398 188,HUMPTY DOO,HUMPTY DOO,836,NT,AUSTRALIA,NT,836,AUSTRALIA,,Demand Driven,GO3814,Energy Efficient Communities Program - Community Energy Efficiency and Solar Grants 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
