Column1,Community Name,Community ID,Aliases,Local Government,Main Language,Land Council,Other Languages,Electorate,Population,Longitude,Latitude,Location
466,Myatt - Family Outstation,678,"5 Mile, Five Mile, Gulardi and Jerry's",Victoria Daly,Not recorded,Northern Land Council,Not recorded,Daly,75,130.483,-15.707,"Myatt also known as Jerry's Camp is located approx 5km by road south east of Timber Creek., Road access via the Victoria Hwy for 5km east of Timber Creek and then along the Myatt road. Access is good most of the year."
416,Nabarlek - Family Outstation,395,Narbalek,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,133.292,-12.308,"Narbalek community is located approx 40km east of Oenpelli in Arnhem., Road access from Oenpelli via the Maningrida road for approx 40km, then via the Narbalek road."
526,Nabbarla Kunindabba - Family Outstation,887,Naqarla and Rocky Point,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,134.402,-12.061,
114,Nadilmuk - Family Outstation,886,Ndjudda Point,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,5,134.295,-11.994,
672,Nadirri - Family Outstation,396,Nardidi and Nardirri,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.767,-13.954,"Approx. 50 km north east by air or 150 km by road from Port Keats.
G.P.S coordinates are 13 deg 57' 11"" S & 129 deg 46' 01"" E, 52 km  NW  PEPPIMENARTI"
329,Naliyindi - Family Outstation,541,"Naliyinji, Nalyindi, Nayawili and Ngliyindi",East Arnhem,Not recorded,Northern Land Council,Not recorded,Arnhem,,135.179,-12.542,
108,Nama - Family Outstation,1026,Wudipulinama,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,15,129.859,-14.229,
434,Namerinni - Family Outstation,906,Tomkinson Creek,Barkly,Not recorded,Northern Land Council,Not recorded,Barkly,,133.715,-18.568,TENNANT CREEK REGION - North along highway turn off at Muckaty station
461,Namugardabu - Family Outstation,389,"Namagardabu, Namagarrarbu and Namurgardabu",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,8,134.025,-12.158,135 km EAST OF OENPELLI
735,Nangak - Family Outstation,392,Nangark,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,14,134.284,-12.211,
200,Nangu - Family Outstation,393,Point Pearce,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.373,-14.373,"Approx. 25 km south of Port Keats.
G.P.S coordinates are 14 deg 22' 21"" S & 129 deg 22' 24"" E"
75,Nanyingburra - Family Outstation,543,"Nangabura, Nangingburra, Nanginyburra and Naningbura Point",East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,,135.874,-11.761,Approximately 50 km north east of Galiwinku on the eastern tip of Elcho Island.
508,Napagunpa - Family Outstation,974,Ngapagunpa,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,5,133.619,-19.104,"60KM NORTH,  OFF WARREGO ROAD, TENNANT CREEK."
57,Natjitnama - Family Outstation,873,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,132.981,-24.021,"9K SOUTH OF LARAPINTA DVE., 114K WEST OF A/S"
375,Nauiyu - Major,397,"Daly River, Namiyu, Nauiyu Nambiyi and Nauiyu Nambiyu",Victoria Daly,Kriol,Northern Land Council,Ngan'gikurunggurr,Daly,444,130.689,-13.751,Nauiyu is located south of Darwin on the banks of the Daly River.
752,Ndjudda - Family Outstation,341,"Ndjudda Point, Njudda and Njudda Point",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,134.248,-11.988,25 km FROM MANINGRIDA
500,Nemarluk - Family Outstation,716,,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,23,130.003,-14.241,"Approx. 80 km east of Port Keats
G.P.S coordinates are 14 deg 14' 25"" S & 130 deg 00' 15"" E, 50 km S.W. Peppimenarti."
27,New Bore - Family Outstation,121,Wadiyawanu,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,131.328,-23.222,"10KMS EAST OF Mt LIEBIG NORTH SIDE OF RO, 290KMS WEST VIA PAPUNYA"
587,New Ilparpa - Town Camp,47,Alice Springs Town Camp and Ilparpa,Alice Springs,Not recorded,Central Land Council,Not recorded,Namatjira,52,133.871,-23.766,
509,Newcastle Waters - Village,21684,,Barkly,Not recorded,Northern Land Council,Not recorded,Barkly,,133.41,-17.372,"Newcastle Waters Town is an excision of the Newcastle Waters Cattle Station. It is located approximately 25 km north of Elliott. Newcastle Waters is an historic 10,353 square kilometre cattle station in the Barkly Tablelands. This huge station is located 777 kilometres north of Alice Springs, 290kms North of Tennant Creek and 705 kilometres south from Darwin and was once the drover's crossing point where stock routes from the east and south met."
575,Ngadumiyerrka - Family Outstation,545,Little Paradise and Ngadumi Terrn,East Arnhem,Not recorded,Anindilyakwa Land Council,Not recorded,Arnhem,24,136.456,-13.82,15 Km S OF ANGURUGU
452,Ngalpa Ngalpa - Town Camp,246,Mulga Camp,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,65,134.194,-19.635,"TOWN OF TENNANT CREEK., Town Camp"
63,Ngangalala - Minor,542,Nangala and Nangalala,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,55,134.992,-12.298,10 km FROM RAMINGINING
475,Ngankiritja - Family Outstation,765,Nganrritja,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,25,131.88,-23.465,"2KMS SOUTH OF HAASTS BLUFF. ***  '92 ATS, 245KMS VIA HAASTS BLUFF"
201,Nganmarriyanga - Major,404,Palumpa,West Daly,Murrinh Patha,Northern Land Council,Not recorded,Daly,458,129.879,-14.351,Nganmarriyanga is located south west of Darwin on the Daly River/Port Keats Aboriginal Land Trust.
68,Ngappamilarnu - Family Outstation,731,"Mangalaurna, Ngapamilarnu, Ngappamilarwu, Pawarinji, Yankirikilangu and Yankirrakalong",Barkly,Not recorded,Central Land Council,Not recorded,Barkly,,133.278,-19.862,100KM WSW of T. Creek
106,Ngardinitchi - Family Outstation,430,"Ngardinith, Wentek and Wentes Nganami Wentek",West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.484,-14.193,"Approx. 10 km north of Port Keats
G.P.S coordinates are 14 deg 11' 29"" S & 129 deg 28' 56""E, 10 km  NNW  PT. KEATS"
234,Ngarilikirlangu - Family Outstation,23746,,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,131.773,-22.126,
457,Ngarinthi - Family Outstation,913,Narunthia and Wumarr,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.423,-14.462,"Approx. 25 km south of Port Keats
G.P.S coordinates aare 14 deg 27' 42"" S & 129 deg 25' 20""E, 425 km from Darwin"
610,Ngarlu Ngarlu - Family Outstation,969,King River,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,133.409,-11.866,Ngarlu Ngarlu is located approx 110km north of Oenpelli on the mainland opposite Goulburn Island and 15km east of Almorran.
562,Ngarnka - Family Outstation,869,Blue Bush,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,129.909,-20.176,
504,Ngayawilli - Family Outstation,544,First Creek and Nayawilli,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,13,135.575,-11.994,Approximately 5km og Galiwinku on Elcho Island
433,Ngilipitji - Family Outstation,546,Ngulipitji,East Arnhem,Not recorded,Northern Land Council,Not recorded,Arnhem,,135.526,-13.545,
230,Ngipin - Family Outstation,802,"Ngijbin, Ngijipin and South Goulburn",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,,133.458,-11.6,14 kms FROM WARRUWI.
673,Ngkwarlerlanem - Family Outstation,126,Ngkwarlalanima and Ngwalalanima,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,5,134.791,-21.727,"885 N 53K0478301  E UTM759110, 310 KM NE OF ALICE SPRINGS"
549,Ngukurr - Major,633,Roper River,Roper Gulf,Eastside Kriol,Northern Land Council,Not recorded,Arnhem,1350,134.732,-14.732,Ngukurr is located on the banks of the Roper River south east of Katherine and is part of the Arnhem Land Aboriginal Land Trust.
146,Nguman - Family Outstation,125,"Neuman, Neunman, Ngunman and Nugluman",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.757,-23.542,"55 KMS SOUTH EAST OF KINTORE           '9, 610KMS VIA KINTORE

-23. 32' 22""/ 129.45' 24"""
384,Ngunga - Family Outstation,24900,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,131.254,-23.265,
408,Ngunthak - Family Outstation,915,,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.362,-14.404,"Approx. 35 km south by road of Port Keats
G.P.S coordinates are 14 deg 24' 18"" S & 129 deg 21' 39""E, 435 km from Darwin"
13,Ngurrara - Family Outstation,907,"Freweena, Frewena and Wollala",Barkly,Not recorded,Northern Land Council,Not recorded,Barkly,10,135.406,-19.421,
70,Ngurrutiji - Family Outstation,16217,,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,,134.517,-20.117,
577,Ngutjul - Family Outstation,763,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.468,-23.297,"10KMS EAST OF KINTORE           '92 ATSI, 560KMS VIA KINTORE"
295,Nguyarramini - Family Outstation,839,Wairaminnee,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,25,134.386,-20.087,43 kilometres SE OF TENNANT CRK (check road conditions with JBAC)
678,Nhulunbuy - Town,16222,,Un-Incorporated (nhulunbuy),Not recorded,Northern Land Council,Not recorded,Mulka,,136.776,-12.187,"The Town is located about 1000 kms from Darwin. It is 700 kilometres to Katherine by road. This road is a dirt track, which is only open during the dry season, ie. April to October, for 4 wheel drive vehicles ONLY. A permit is required from the Northern Lands Council Office to travel on this road.
The community can be accessed all year round by air, providing weather conditions are favourable. As with all top end communities, the area is prone to cyclones, and monsoonal rains between November to April."
584,Nikawu - Family Outstation,547,Howard Island and Nikawungyura,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,,135.545,-12.09,Approximately 5km south of Galiwinku on the eastern tip of Howard Island. Access from Galiwinku is by boat or by air to Langarra outstation on Howard Island and then by road to Nikawu.
534,North Island - Family Outstation,814,Barranyi and Webe Point,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,,136.845,-15.563,
7,Ntakarra - Family Outstation,770,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.68,-23.895,"15KMS WEST OF H'BURG.*** '92 ATSIC NEEDS, 140KMS VIA H'BURG"
339,Nturiya - Major,127,Ti Tree and Ti Tree Station,Central Desert,Anmatyerr,Central Land Council,Not recorded,Barkly,110,133.265,-22.124,Nturiya is located north of Alice Springs on the Ahakeye Aboriginal Land Trust just west of Ti Tree. Anmetjere (region) is the name given to Ti Tree and its surrounding communities including Nturiya.
357,Nudjabarra - Family Outstation,251,"Najabarra, Nicholson River, Nudgaburra and Nudgeburra",Barkly,Not recorded,Northern Land Council,Not recorded,Barkly,,137.969,-17.98,
294,Nulawan - Family Outstation,632,"Nalawan, Nallawan, Nallawun and Nallowa",Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,5,134.931,-14.787,22 km E NGUKURR
249,Numbulwar - Major,549,Rose River,Roper Gulf,Eastside Kriol,Northern Land Council,Nunggubuyu,Arnhem,850,135.741,-14.279,"Numbulwar is located at the mouth of Rose River on the western coast of the Gulf of Carpentaria, and adjacent to the extreme SW coast of Groote Eylandt. Numbulwar is part of the Arnhem Land Aboriginal Land Trust."
167,Nummerloori - Family Outstation,635,Namaliwirri and Namaluri,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Arnhem,,134.977,-14.592,31 km NE NGUKURR
617,Nuradidgee - Family Outstation,253,"Nguradidgee, Nguraminyi, Nguyarrmini and Nuradigee",Barkly,Not recorded,Central Land Council,Not recorded,Barkly,,134.508,-20.114,70K SSE OF TENNANT CRK
675,Nyewente - Town Camp,129,"Nywente, Oothnarangatcha and Trucking Yards",Alice Springs,Not recorded,Central Land Council,Not recorded,Braitling,104,133.863,-23.688,
183,Nyirripi - Major,128,Waite Creek,Central Desert,Warlpiri,Central Land Council,Not recorded,Gwoja,277,130.553,-22.651,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.
178,Oak Valley - Family Outstation,789,Robert Ross Camp,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,5,133.932,-24.385,"1:250,000 TOPOGRAPHICAL MAP REF SG 53-2 RODINGA.

ACCESS FROM ASP VIA DEEP WELL STN ACCESS ROAD WHICH RUNS ON EASTERN SIDE OF OLD GHAN RAILWAY LINE FROM OLD ASP AIRPORT TERMINAL BUILDINGS, THENCE ALONG DEEP WELL/ORANGE CREEK ROAD., APPROX 100 KMS SOUTH OF ASP."
229,Old Mission - Family Outstation,914,Wundakunny,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,5,129.498,-14.129,"Approx. 20 km north of Port Keats
G.P.S coordinates are 14 deg 07' 45"" S and 129 deg 29' 53"" E, 420 km from Darwin	"
453,Old Station - Family Outstation,100,"Mbakaputa, Mbakuputa, Mpakaputa and Pmakaputa",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.863,-24.019,"15KMS EAST OF H'BURG., 140KMS VIA H'BURG. Roulmaulpma land trust"
160,Oondaloo - Family Outstation,878,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.065,-24.887,
311,Orrtipa-Thurra - Minor,26,"Baikal, Bonya, Dortippa-Thurra Assoc, Orrtipa Thurra, Ortipetherre and Ortippa Thura",Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,60,136.168,-22.785,The community is located approximately 367km from Alice Springs along the Plenty Highway.
270,Pakulki - Family Outstation,975,,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,5,134.418,-19.504,LOCATION BY JPS - 19 KM ALONG BARKLY HWY AND 9KM SOUTH
472,Palm Paddock - Family Outstation,773,"Intiya Mangama, Intiyamangama, Intyamangama and Palm Valley",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.681,-24.085,"35KMS SOUTH OF H'BURG VIA PALM VALLEY.**, 170KMS VIA H'BURG"
206,Palmerston - Town,17470,,Palmerston,Not recorded,Northern Land Council,Not recorded,Drysdale,,130.984,-12.481,
131,Palmerston Indigenous Village - Town Camp,403,"16 Mile, Palmerston and Palmerston Town Camp",Palmerston,Not recorded,Northern Land Council,Not recorded,Nelson,47,131.012,-12.488,27 km FROM DARWIN GPO
55,Pandayal - Family Outstation,369,"Mccallum Creek, Mccullum, Mccullum Creek, Twin Hill and Two Sisters Hills",Un-Incorporated (cox-Daly),Not recorded,Northern Land Council,Not recorded,Daly,5,130.556,-13.075,
589,Pantharrpilenhe - Family Outstation,997,Ambalindum and Panel Well,Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,5,134.789,-23.371,128KM FROM ALICE SPRINGS WEST ALONG GARDENS ROAD WITHIN NT POR 4635
49,Pantyinteme - Family Outstation,854,Cave Hole,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,8,133.112,-24.45,130KMS SOUTH OF ALICE SPRINGS. Excision on Henbury Station
217,Papunya - Major,131,,Macdonnell,Luritja/Pintupi,Central Land Council,Arrernte dialects,Gwoja,475,131.911,-23.203,Papunya is located on the Haasts Bluff Aboriginal Land Trust west of Alice Springs.
724,Paradise Farm - Family Outstation,281,"Alderson, Alderson Station, Jim Jim Park Hq and Jim Jim Ranger Station",West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,10,132.533,-12.939,"Paradise Farm community is located approximately 70km south of Jabiru., 70km SOUTH OF FROM JABIRU,  2km OF MAIN ROAD"
613,Parnta - Family Outstation,638,Winnecke,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,130.651,-18.684,
142,Parrulyu - Family Outstation,40,Mt Davidson and Yarripirri,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,130.909,-20.453,
293,Paru - Family Outstation,407,,Tiwi Islands,Not recorded,Tiwi Land Council,Not recorded,Arafura,5,130.646,-11.75,
436,Patonga (airstrip) - Family Outstation,409,Murdujul and Patonga,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,15,132.569,-12.948,"Patong also known  as Patong Airstrip is located approx 65km from Jabiru, 5km east if the Kakadu Hwy., 65kM FROM JABIRU, 5km EAST OF KAKADU HIGHWAY"
763,Patonga (homestead) - Family Outstation,900,,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,15,132.58,-12.958,"Patonga Homestead is located approximately 65km south of Jabiru
and approximately 5km east of the Kakadu Hwy.., APPROX 65km SOUTH OF JABIRU"
272,Payeperrentye (b) - Family Outstation,926,,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,9,133.556,-23.771,38 km from Alice Springs
545,Penyeme - Family Outstation,1014,,Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,5,135.673,-22.787,"Location determined by GPS 18/05/2003.
61km west of Bonya, 18km north of Ilperte (709)"
560,Peppimenarti - Major,410,,West Daly,Ngan'gikurunggurr,Northern Land Council,"Kriol, Murrinh Patha",Daly,209,130.076,-14.15,Peppimenarti is located south west of Darwin on the edge of Tom Turners Creek on the Daly River/Port Keats Aboriginal Land Trust.
437,Perrederr - Family Outstation,406,Mulchill and Paradale,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,6,129.827,-14.02,45 km N.W. PEPPIMENARTI
713,Pertarratenge - Family Outstation,859,Boomerang Bore,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,27,133.32,-24.413,"APPROXIMATELY 120 KMS SW OF ALICE SPRINGS ALONG STUART HIGHWAY, WITH TURNOFF APPROX 20 KMS FROM JIM'S PLACE, THENCE ALONG UNMARKED DIRT TRACK FOR 3 KMS., APPROX 143 KMS FROM ALICE SPRINGS."
214,Perte Therre - Family Outstation,927,,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,18,133.646,-23.758,between 26 & 31 km by road from Alice Springs
373,Petyale - Family Outstation,860,,Central Desert,Not recorded,Central Land Council,Not recorded,Barkly,11,133.434,-22,15KMS NORTH OF TI TREE
561,Phillipson Bore - Family Outstation,133,Philipson Bore,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,5,134.43,-24.096,100K
730,Picininny Bore - Family Outstation,604,Black Hills and Tjabalajabala,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,129.783,-19.827,209km to Lajamanu
654,Pickertaramoor - Minor,744,,Tiwi Islands,Not recorded,Tiwi Land Council,Not recorded,Arafura,,130.89,-11.764,
441,Pigeon Hole - Minor,639,Bunbidee,Victoria Daly,Gurindji / Ngarinyman,Northern Land Council,Not recorded,Gwoja,141,131.22,-16.814,Pigeon Hole is located south west of Katherine on the Bilinara Aboriginal Land Trust surrounded by Victoria River Downs Pastoral Property.
325,Pine Creek - Village,17626,,Victoria Daly,Not recorded,Northern Land Council,Not recorded,Daly,,131.834,-13.823,The Town is located 220 km south of Darwin and 90km north of Katherine at the junction of the Stuart and Kakadu Highways in the Top End of Australia's Northern Territory. The travel time is about 2 hours from Darwin and about 1 hour from Katherine.
203,Pine Creek Compound - Town Camp,640,Kybrook Town Camp and Stockade Camp,Victoria Daly,Not recorded,Northern Land Council,Not recorded,Daly,8,131.831,-13.816,
513,Pine Hill - Family Outstation,134,Anyumgyumba and Ayungymba,Central Desert,Not recorded,Central Land Council,Not recorded,Barkly,,133.054,-22.379,"35KMS WEST OF H'WAY           '92 ATSIC, 180KMS NORTH OF A/S"
182,Pingala - Family Outstation,255,"Jruntu Jangu, Jurnta Jungu, Jurntu Jungu and Nualidu",Barkly,Not recorded,Central Land Council,Not recorded,Barkly,,133.883,-19.093,70km N/W Tennant Creek - turn off Warrego road
341,Pinja - Family Outstation,752,"Mt Winnecke, Pielegja, Pileaja and Winnecke Creek",Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,130.371,-18.81,
407,Pinpirnga - Family Outstation,136,"Desert Bore, Piniarnga, Pinpiarna, Pinpiarnga and Pinpirrnga",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.463,-23.163,"5KMS NORTH OF KINTORE ROAD           '92, 540KMS VIA PAPUNYA"
232,Pirlangimpi - Major,411,Garden Point and Pularumpi,Tiwi Islands,Tiwi (Modern and Traditional),Tiwi Land Council,Not recorded,Arafura,436,130.417,-11.406,Pirlangimpi is located north of Darwin on  the north west coast of Melville Island  and part of the Tiwi Aboriginal Land Trust.
528,Pmara Jutunta - Major,138,Six Mile and Ti Tree Six Mile,Central Desert,Anmatyerr / Warlpiri,Central Land Council,Not recorded,Barkly,207,133.431,-22.209,"Pmara Jutunta is located north of Alice Springs, just south of Ti Tree on the Ahakey Aboriginal Land Trust. Anmetjere (region) is the name given to Ti Tree and its surrounding communities including Pmara Jutunta."
494,Policemans Hole - Family Outstation,701,Little Policemans Hole and Nyawanyawan Dawang,Victoria Daly,Not recorded,Northern Land Council,Not recorded,Gwoja,,129.107,-15.779,"Policemans Hole is located approx 217km by road west of Timber Creek., Road access is via the Victoria Hwy for 187km west of Timber Creek and then north for 30km along the Keep River National Pk."
368,Pulardi - Family Outstation,139,Desert Bore and Mt Allan,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,17,132.38,-22.563,"Road access is via the Stuart Hwy, the Tanami Rd and then 13km of unmaintained dirt track., Pulardi is located 250km northwest of Alice Springs, approximately 220km west of the Stuart Hwy."
276,Pungalindum - Family Outstation,730,"Alparrinya, Apengarlintem, Apungalindum, Pungalindem and Pungalinoem",Barkly,Not recorded,Central Land Council,Not recorded,Barkly,27,134.689,-22.071,"000 N53K0467885  E UTM 7559293
, 257kms VIA SANDOVER H'WAY"
756,Punjarriji - Family Outstation,840,Mosquito Creek,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,,134.508,-20.311,80K SSEOF TENNANT CRK
591,Punritjanta - Family Outstation,140,"Blood's Range, Bloods Range, Punitjanta, Puntitjara and Puntitjata",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.294,-24.674,"35KMS NORTH OF DOCKER RVR, 695KMS FROM A/S VIA DOCKER RVR"
369,Purrukuwurru - Family Outstation,732,,Barkly,Not recorded,Central Land Council,Not recorded,Barkly,,135.696,-19.946,"170K ESE OF TENNANT CRK - on ""back road "" from Canteen Creek comes out near Barkly Homestead"
343,Puta Puta - Family Outstation,141,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,129.64,-25.073,"SITED ON MAIN DOCKER RIVER ROAD., 600KMS FROM A/S VIA YULARA"
649,Putjamirra - Family Outstation,1020,Pitjamirra,Tiwi Islands,Not recorded,Tiwi Land Council,Not recorded,Arafura,5,130.368,-11.225,"North West Region
Old Safari Camp; 45km by road north of Pirlangimpi, between Cape Van Diemen & Piper Head."
219,Putulu - Family Outstation,117,"Mt Theo, Mt.Theo, Pitulu, Putulai, Puturlu and Wanayaka",Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,10,131.37,-21.344,"50KMS NORTH OF TANAMI H'WAY, 540KMS VIA YUENDUMU"
121,Puyurru - Family Outstation,142,,Central Desert,Not recorded,Central Land Council,Not recorded,Gwoja,,130.818,-21.331,"165KMS WEST OF YUENDUMU, 355KMS VIA YUENDUMU"
629,Pwerte Marnte Marnte - Family Outstation,940,John Holland Bore,Macdonnell,Not recorded,Central Land Council,Not recorded,Namatjira,8,133.72,-24.373,"1:250,000 TOPOGRAPHICAL MAP SG 53-2 RODINGA.

ACCESS VIA STUART HIGHWAY FROM ASP THENCE TRAVEL ON EASTERN SIDE OF NEW GHAN RAILWAY LINE FOR FOR 66 KMS., 86 KMS SOUTH OF ASP."
405,Pwertentye - Family Outstation,791,Jack Briscoe's Camp and Twertentye,Central Desert,Not recorded,Central Land Council,Not recorded,Namatjira,,134.792,-23.373,"1:250,000 TOPOGRAPHICAL MAP REF SG 53-2 RODINGA.

ACCESS FROM ASP VIA STUART HIGHWAY TO NEW GHAN RAILWAY LINE THEN TRAVEL DOWN EASTERN SIDE TO ORANGE CREEK/DEEP WELL ROAD NEAR HUGH RIVER RAILWAY BRIDGE., APPROX 75 KMS SOUTH OF ASP."
43,Railway Dam - Town Camp,412,One Mile Dam,Darwin,Not recorded,Northern Land Council,Not recorded,Port Darwin,5,130.844,-12.454,2 km FROM DARWIN GPO
241,Ramingining - Major,550,,East Arnhem,Yolngu Matha (Djambarrpuyngu),Northern Land Council,"Gupapuyngu , Djinang",Mulka,1025,134.93,-12.328,Ramingining is located on the edge of the heritage listed Arafura Wetlands in Central Arnhem Land west of Nhulunbuy. Ramingining is part of the Arnhem Land Aboriginal Land Trust.
439,Rarangantjuta - Family Outstation,874,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,133.148,-23.985,90K WEST OF A/S
583,Raymangirr - Family Outstation,552,Ramangirr and Ramungirr,East Arnhem,Not recorded,Northern Land Council,Not recorded,Arnhem,24,136.003,-12.34,"NE of Gapuwiyak, 44km FROM GAPUWIYAK"
157,Red Lily - Family Outstation,799,Giinda and Gina,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,5,132.57,-12.864,"Giinda also known as Red Lilly and Ambarrawarra is located approx 50km south of Jabiru, 5km of the Kakadu Hwy in the Kakadu National Pk., 50 km FROM JABIRU"
507,Red Sandhill - Family Outstation,5,"Five Mile, Ilbal-Akngarrintja, Intjirranga and Red Sand Hill",Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,9,132.853,-24.01,"10KMS EAST OF H'BURG.** '92 ATSIC NEEDS, 145KMS VIA H'BURG"
497,Redcliff - Family Outstation,414,Yeddairt,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,,129.708,-14.015,
40,Rittarangu - Minor,641,Urapunga and Yugul Mangi,Roper Gulf,Eastside Kriol,Northern Land Council,Not recorded,Arnhem,160,134.565,-14.71,Rittarangu is located east of Katherine on the Urapunga Aboriginal Land Trust between the Wilton and Roper River.
154,Robinson River - Major,258,Mungoobada and Mungoorbada,Roper Gulf,Eastside Kriol,Northern Land Council,Garawa,Barkly,261,136.981,-16.76,Robinson River is located south east of Borroloola on the banks of the Robinson River and Garawa Aboriginal Land Trust formally the old Robinson River Station.
614,Rockhole - Minor,642,Rochole,Katherine,Not recorded,Northern Land Council,Not recorded,Katherine,132,132.186,-14.519,ON FLORINA ROAD 10 KMS FROM KATHERINE TOWN CENTRE
709,Rodna - Family Outstation,144,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,,132.67,-23.762,28 kms NNW BY ROAD FROM H'BURG.  RONA LAND TRUST VACANT FOR CULTURAL REASONS
25,Rorruwuy - Minor,469,Burrawuy and Rhodes Point,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,27,136.296,-12.203,"Approximately 80 km east south east of Galiwinku on the mainland. Access from Galiwinku is by plane and boat., Road access from Nhulunbuy is approx. 140 km of which 84 km is rough 2 wheeled track and not passable in the wet."
489,Rurrangala - Family Outstation,480,Dhuwalkitji and Rurranali,East Arnhem,Not recorded,Northern Land Council,Not recorded,Mulka,14,136.254,-12.904,160 km FROM YIRRKALA
651,Rutjingka - Family Outstation,861,,Macdonnell,Not recorded,Central Land Council,Not recorded,Gwoja,5,132.815,-23.916,130kms via h'burg
443,Sabina - Family Outstation,837,Madlindji and Mudjalindi,West Daly,Not recorded,Northern Land Council,Not recorded,Daly,5,129.932,-13.86,8km FROM WOODYKUPILDIYA
99,Sandridge - Family Outstation,988,Police Lagoon,Roper Gulf,Not recorded,Northern Land Council,Not recorded,Barkly,16,136.349,-16.042,1.5 KM North of Wandangula Community
485,Sandy Bay - Family Outstation,892,,West Arnhem,Not recorded,Northern Land Council,Not recorded,Arafura,5,132.58,-11.207,9kms by road from Minjilang
